m,re_key,qu_1,m_1,unit_1,qu_2,m_2,unit_2,lookups_item_key,l_p,s,r,url,finalMap,
<_sre.SRE_Match object at 0x000000000F6FE6F8>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD JJ NN NN,2 tsp vanilla extract,2 tsp vanilla extract,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F6FE508>,n_st,CD ,NN ,CD NN NN ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NN NN NN,335 g plain flour,335 g plain flour,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F6FE6F8>,n_st,CD ,NN ,CD NN NN ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NN NN NN,3 tsp baking powder,3 tsp baking powder,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F6FE508>,n_st,CD ,NNS ,CD NNS ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NNS NN,185 ml milk,185 ml milk,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F6FE6F8>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD JJ NN NN NN,160 g seedless raspberry jam,160 g seedless raspberry jam,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F6FE508>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD JJ JJ NN VBD,80 g white chocolate melted,80 g white chocolate melted,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F6FE6F8>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD JJ NN NN,250 g caster sugar,250 g caster sugar,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F6FE508>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD JJ NN NNS,4 large egg whites,4 large egg whites,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F6FE6F8>,n_st,CD ,NN ,CD NN ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NN NN,375 g butter,375 g butter,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F6FE508>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",JJ CD NN IN NN,extra 1 tbsp of jam,extra 1 tbsp of jam,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000B5EFEB8>,n_st,CD ,NNS ,CD NNS ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NNS NN VBN CC VBN NN IN NNS,2 pounds zucchini trimmed and cut crosswise into thirds,2 pounds zucchini trimmed and cut crosswise into thirds,https://foodfidelity.com/2017/10/13/zucchini-soup/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F7F2030>,n_st,CD ,NN ,CD NN ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NN VBD NN,0.75 cup chopped fennel,0.75 cup chopped fennel,https://foodfidelity.com/2017/10/13/zucchini-soup/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000B5EFEB8>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD JJ NNS VBD,2 garlic cloves chopped,2 garlic cloves chopped,https://foodfidelity.com/2017/10/13/zucchini-soup/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F7F2030>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD JJ JJ NN,2 tbsp olive oil,2 tbsp olive oil,https://foodfidelity.com/2017/10/13/zucchini-soup/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F7C3508>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD JJ JJ NN,335 g soft butter,335 g soft butter,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F7C36F8>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD JJ NN NN JJ NN NN VBZ RB RB,400 g caster sugar golden caster sugar is lovely here,400 g caster sugar golden caster sugar is lovely here,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F7C3508>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD JJ NNS VBD,6 large eggs separated,6 large eggs separated,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F7C36F8>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD JJ NN NN,2 tsp vanilla extract,2 tsp vanilla extract,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F7C3508>,n_st,CD ,NN ,CD NN NN ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NN NN NN,335 g plain flour,335 g plain flour,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F7C36F8>,n_st,CD ,NN ,CD NN NN ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NN NN NN,3 tsp baking powder,3 tsp baking powder,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F7C3508>,n_st,CD ,NNS ,CD NNS ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NNS NN,185 ml milk,185 ml milk,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F7C36F8>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD JJ NN NN NN,160 g seedless raspberry jam,160 g seedless raspberry jam,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F7C3508>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD JJ JJ NN VBD,80 g white chocolate melted,80 g white chocolate melted,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F7C36F8>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD JJ NN NN,250 g caster sugar,250 g caster sugar,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F7C3508>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD JJ NN NNS,4 large egg whites,4 large egg whites,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F7C36F8>,n_st,CD ,NN ,CD NN ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NN NN,375 g butter,375 g butter,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F7C3508>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",JJ CD NN IN NN,extra 1 tbsp of jam,extra 1 tbsp of jam,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000B64BEB8>,n_st,CD ,NNS ,CD NNS ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NNS NN VBN CC VBN NN IN NNS,2 pounds zucchini trimmed and cut crosswise into thirds,2 pounds zucchini trimmed and cut crosswise into thirds,https://foodfidelity.com/2017/10/13/zucchini-soup/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F881030>,n_st,CD ,NN ,CD NN ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NN VBD NN,0.75 cup chopped fennel,0.75 cup chopped fennel,https://foodfidelity.com/2017/10/13/zucchini-soup/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000B64BEB8>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD JJ NNS VBD,2 garlic cloves chopped,2 garlic cloves chopped,https://foodfidelity.com/2017/10/13/zucchini-soup/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F881030>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD JJ JJ NN,2 tbsp olive oil,2 tbsp olive oil,https://foodfidelity.com/2017/10/13/zucchini-soup/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F852508>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD JJ JJ NN,335 g soft butter,335 g soft butter,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F8526F8>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD JJ NN NN JJ NN NN VBZ RB RB,400 g caster sugar golden caster sugar is lovely here,400 g caster sugar golden caster sugar is lovely here,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F852508>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD JJ NNS VBD,6 large eggs separated,6 large eggs separated,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F8526F8>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD JJ NN NN,2 tsp vanilla extract,2 tsp vanilla extract,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F852508>,n_st,CD ,NN ,CD NN NN ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NN NN NN,335 g plain flour,335 g plain flour,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F8526F8>,n_st,CD ,NN ,CD NN NN ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NN NN NN,3 tsp baking powder,3 tsp baking powder,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F852508>,n_st,CD ,NNS ,CD NNS ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NNS NN,185 ml milk,185 ml milk,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F8526F8>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD JJ NN NN NN,160 g seedless raspberry jam,160 g seedless raspberry jam,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F852508>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD JJ JJ NN VBD,80 g white chocolate melted,80 g white chocolate melted,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F8526F8>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD JJ NN NN,250 g caster sugar,250 g caster sugar,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F852508>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD JJ NN NNS,4 large egg whites,4 large egg whites,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F8526F8>,n_st,CD ,NN ,CD NN ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NN NN,375 g butter,375 g butter,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
<_sre.SRE_Match object at 0x000000000F852508>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",JJ CD NN IN NN,extra 1 tbsp of jam,extra 1 tbsp of jam,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}],
,,None,None,None,None,None,None,,NNS,ingredients,ingredients,http://simplyhomecooked.com/grilled-teriyaki-salmon/,"[{'class': ['yiv6432925405s1']}, {}, {'class': ['wprm-recipe-ingredient']}]",
,,None,None,None,None,None,None,,NN,i,i,http://www.ghezaeshiriin.com/2017/07/smoked-chicken-masala/,"[{'itemprop': 'recipeIngredient', 'class': ['ingredient']}]",
,,None,None,None,None,None,None,,NN,i,i,http://www.ghezaeshiriin.com/2017/07/smoked-chicken-masala/,"[{'itemprop': 'recipeIngredient', 'class': ['ingredient']}]",
,,None,None,None,None,None,None,,NN,i,i,http://www.ghezaeshiriin.com/2017/07/smoked-chicken-masala/,"[{'itemprop': 'recipeIngredient', 'class': ['ingredient']}]",
,,None,None,None,None,None,None,,NN,i,i,http://www.ghezaeshiriin.com/2017/07/smoked-chicken-masala/,"[{'itemprop': 'recipeIngredient', 'class': ['ingredient']}]",
,,None,None,None,None,None,None,,NN,ii,ii,http://www.ghezaeshiriin.com/2017/07/smoked-chicken-masala/,"[{'itemprop': 'recipeIngredient', 'class': ['ingredient']}]",
,,None,None,None,None,None,None,,NN,iii,iii,http://www.ghezaeshiriin.com/2017/07/smoked-chicken-masala/,"[{'itemprop': 'recipeIngredient', 'class': ['ingredient']}]",
,,None,None,None,None,None,None,,NN,charcoal,charcoal,http://www.ghezaeshiriin.com/2017/07/smoked-chicken-masala/,"[{'itemprop': 'recipeIngredient', 'class': ['ingredient']}]",
,,None,None,None,None,None,None,,VBG,dressing,dressing,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]",
,,None,None,None,None,None,None,,NN NN,salt  pepper,salt  pepper,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]",
,,None,None,None,None,None,None,,NNS,toppings,toppings,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]",
,,None,None,None,None,None,None,,JJ NN IN NN NNS,small handful of cherry tomatoes,small handful of cherry tomatoes,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]",
,,None,None,None,None,None,None,,JJ NN IN JJ NNS,small handful of pumpkin seeds,small handful of pumpkin seeds,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]",
,,None,None,None,None,None,None,,JJ NN IN JJR NNS,small handful of sunflower seeds,small handful of sunflower seeds,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]",
,,None,None,None,None,None,None,,JJ NN IN JJ NN NNS,small handful of shelled hemp seeds,small handful of shelled hemp seeds,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]",
,,None,None,None,None,None,None,,VBG,dressing,dressing,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]",
,,None,None,None,None,None,None,,NN NN,salt  pepper,salt  pepper,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]",
,,None,None,None,None,None,None,,NNS,toppings,toppings,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]",
,,None,None,None,None,None,None,,JJ NN IN NN NNS,small handful of cherry tomatoes,small handful of cherry tomatoes,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]",
,,None,None,None,None,None,None,,JJ NN IN JJ NNS,small handful of pumpkin seeds,small handful of pumpkin seeds,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]",
,,None,None,None,None,None,None,,JJ NN IN JJR NNS,small handful of sunflower seeds,small handful of sunflower seeds,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]",
,,None,None,None,None,None,None,,JJ NN IN JJ NN NNS,small handful of shelled hemp seeds,small handful of shelled hemp seeds,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]",
,,None,None,None,None,None,None,,VBG,dressing,dressing,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]",
,,None,None,None,None,None,None,,NN NN,salt  pepper,salt  pepper,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]",
,,None,None,None,None,None,None,,NNS,toppings,toppings,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]",
,,None,None,None,None,None,None,,JJ NN IN NN NNS,small handful of cherry tomatoes,small handful of cherry tomatoes,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]",
,,None,None,None,None,None,None,,JJ NN IN JJ NNS,small handful of pumpkin seeds,small handful of pumpkin seeds,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]",
,,None,None,None,None,None,None,,JJ NN IN JJR NNS,small handful of sunflower seeds,small handful of sunflower seeds,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]",
,,None,None,None,None,None,None,,JJ NN IN JJ NN NNS,small handful of shelled hemp seeds,small handful of shelled hemp seeds,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]",
